"sid","title","authors","year","doi","status","reason"
301,"Running for extinction? Aerobic exercise as an augmentation of exposure therapy in panic disorder with agoraphobia","Bischoff, Sophie; Wieder, Gesine; Einsle, Franziska; Petzold, Moritz B.; Janssen, Christiane; Mumm, Jennifer L. M.; Wittchen, Hans-Ulrich; Fydrich, Thomas; Plag, Jens; Stroehle, Andreas",2018,"10.1016/j.jpsychires.2018.03.001","included",
302,"Determining Validity of Critical Power Estimated Using a Three-Minute All-Out Test in Hot Environments","Kuo, Yu-Hsuan; Cheng, Ching-Feng; Kuo, Yu-Chi",2021,"10.3390/ijerph18179193","included",
303,"[Influence of soccer training on parameters of oxidative stress in erythrocytes]","Siquier Coll J, MuÃ±oz MarÃ­n D, Grijota PÃ©rez FJ, BartolomÃ© SÃ¡nchez I, Robles Gil MC, Montero Arroyo J, Maynar MariÃ±o M.",2019,"10.20960/nh.02381","excluded_abstract","not in English"
304,"High-intensity exercise improves pulmonary function and exercise tolerance in a patient with TSC-LAM","Lowder, Thomas William",2020,"10.5603/ARM.a2020.0129","included",
305,"Criteria for the determination of maximal oxygen uptake in patients newly diagnosed with cancer: Baseline data from the randomized controlled trial of physical training and cancer (Phys-Can)","Bjorke, Ann Christin Helgesen; Raastad, Truls; Berntsen, Sveinung",2020,"10.1371/journal.pone.0234507","included",
306,"Impaired Metabolic Health and low Cardiorespiratory Fitness independently associate with Subclinical Atherosclerosis in Obesity","Lehn-Stefan A, Peter A, Machann J, Schick F, Randrianarisoa E, Heni M, Wagner R, Birkenfeld AL, Fritsche A, Schulze MB, Stefan N, Kantartzis K.",2022,"10.1210/clinem/dgac091","excluded_fulltext","VO2 only estimated"
307,"Effects of Energy Gel Ingestion on Blood Glucose, Lactate, and Performance Measures During Prolonged Cycling","Kozlowski KF, Ferrentino-DePriest A, Cerny F.",2021,"10.1519/JSC.0000000000003297","excluded_fulltext","no appropriate test protocol (no exhaustion)"
308,"Mitochondrial dysfunction in airways and quadriceps muscle of patients with chronic obstructive pulmonary disease","Haji, Gulam; Wiegman, Coen H.; Michaeloudes, Charalambos; Patel, Mehul S.; Curtis, Katrina; Bhavsar, Pankaj; Polkey, Michael I.; Adcock, Ian M.; Chung, Kian Fan",2020,"10.1186/s12931-020-01527-5","included",
309,"Elite status maintained: a 12-year physiological and performance follow-up of two Olympic champion rowers","Mikulic, Pavle; Bralic, Nikola",2018,"10.1080/02640414.2017.1329548","included",
310,"Subtle long-term cognitive effects of a single mild traumatic brain injury and the impact of a three-month aerobic exercise intervention","Larson-Dupuis, Camille; Leveille, Edith; Desjardins, Martine; Jodoin, Marianne; Bourassa, Marie-Eve; Bergeron, Helene; Beaulieu, Christelle; Carrier, Julie; Pepin, Veronique; De Beaumont, Louis",2021,"10.23736/S0022-4707.20.10918-6","included",
311,"Dose-dependent effects of aerobic exercise on clinically relevant biomarkers among healthy women at high genetic risk for breast cancer: A secondary analysis of a randomized controlled study","Ehret CJ, Zhou S, Tchou JC, Schmitz KH, Sturgeon KM.",2021,"10.1002/cnr2.1497","excluded_fulltext","VO2 only estimated"
312,"Effect of skill-based training vs. small-sided games on physical performance improvement in young soccer players","Karahan, Mustafa",2020,"10.5114/biolsport.2020.96319","excluded_abstract","VO2 only estimated"
313,"Exercise Training Improves Mitochondrial Bioenergetics of Natural Killer Cells","Lin ML, Hsu CC, Fu TC, Lin YT, Huang YC, Wang JS.",2021,"10.1249/MSS.0000000000002842","included",
314,"INFLUENCE OF DIFFERENT TREADMILL INCLINATIONS ON (V)over dotO(2)MAX AND VENTILATORY THRESHOLDS DURING MAXIMAL RAMP PROTOCOLS","Silva, Sidney C.; Monteiro, Walace D.; Cunha, Felipe A.; Farinatti, Paulo",2021,"10.1519/JSC.0000000000002670","included",
315,"Barriers and enablers to physical activity and aerobic fitness deficits among childhood cancer survivors","Mizrahi, David; Wakefield, Claire E.; Simar, David; Ha, Lauren; McBride, James; Field, Penelope; Cohn, Richard J.; Fardell, Joanna E.",2020,"10.1002/pbc.28339","excluded_abstract","VO2 only estimated"
316,"Validity of a customized submaximal treadmill protocol for determining VO2max","Strom, Cody J.; Pettitt, Robert W.; Krynski, Luke M.; Jamnick, Nicholas A.; Hein, Charles J.; Pettitt, Cherie D.",2018,"10.1007/s00421-018-3908-x","excluded_fulltext","no information regarding the exclusion criteria"
317,"Changes in fat oxidation in response to various regimes of high intensity interval training (HIIT)","Astorino, Todd Anthony; Schubert, Matthew M.",2018,"10.1007/s00421-017-3756-0","excluded_abstract","no primary research"
318,"Substrate oxidation during incremental exercise in young women: the effects of 2-week high intensity interval training","Aslankeser, Zubeyde; Balci, Sukru Serdar",2017,"10.23736/S0025-7826.17.03010-1","included",
319,"Postexercise heart rate variability following treadmill and cycle exercise: a comparison study","Esco, Michael R.; Flatt, Andrew A.; Williford, Henry N.",2017,"10.1111/cpf.12308","excluded_fulltext","no primary research"
320,"Balancing time use for children's fitness and adiposity: Evidence to inform 24-hour guidelines for sleep, sedentary time and physical activity","Dumuid, Dorothea; Wake, Melissa; Burgner, David; Tremblay, Mark S.; Okely, Anthony D.; Edwards, Ben; Dwyer, Terence; Olds, Timothy",2021,"10.1371/journal.pone.0245501","excluded_fulltext","no information regarding the exclusion criteria"
321,"Independent and Combined Effects of Weight Status and Maturation on Aerobic Fitness in Adolescent School-Aged Males","Batista, Mariana B.; Valente-dos-Santos, Joao; Duarte, Joao P.; Sousa-e-Silva, Paulo; Coelho-e-Silva, Manuel J.; Werneck, Andre O.; Ohara, David; Cyrino, Edilson S.; Ronque, Enio R. V.",2020,"10.1519/JSC.0000000000002363","excluded_fulltext","VO2 only estimated"
322,"AN ANALYSIS OF THE LEVEL OF FITNESS, PHYSICAL PERFORMANCE AND CONCENTRATION OF THE BRAIN-DERIVED NEUROTROPHIC FACTOR IN SALIVA IN ADOLESCENTS PRACTICING COMPETITIVE SPORTS AND THEIR PEERS","Gajewska, Ewa; Laudanska-Krzeminska, Ida; Domaszewska, Katarzyna; Naczk, Mariusz; Kroll, Pawel; Sobieska, Magdalena",2021,"10.51371/issn.1840-2976.2021.15.2.12","excluded_fulltext","no information regarding the exclusion criteria"
323,"Obesity Increases Gene Expression of Markers Associated With Immunosenescence in Obese Middle-Aged Individuals","Brunelli, Diego T.; Boldrini, Vinicius O.; Bonfante, Ivan L. P.; Duft, Renata G.; Mateus, Keryma; Costa, Leonardo; Chacon-Mikahil, Mara P. T.; Teixeira, Ana M.; Farias, Alessandro S.; Cavaglieri, Claudia R.",2022,"10.3389/fimmu.2021.806400","included",
324,"Effect of Alkaline Diet with 8-week Step Aerobic Exercise on Body Composition and Aerobic Exercise Performance of Sedentary Women","Yalcinkaya, Nehir; Cetin, Onat; Beyleroglu, Malik; Isik, Ozkan; Eker, Salih; Bilge, Murat",2020,"10.23751/pn.v22i1-S.9762","excluded_abstract","VO2 only estimated"
325,"Exercise cardiac magnetic resonance to differentiate athlete's heart from structural heart disease","Claessen G, Schnell F, Bogaert J, Claeys M, Pattyn N, De Buck F, Dymarkowski S, Claus P, CarrÃ© F, Van Cleemput J, La Gerche A, Heidbuchel H.",2018,"10.1093/ehjci/jey050","excluded_fulltext","report not retrieved"
326,"Hydrogen-Rich Water Supplementation and Up-Hill Running Performance: Effect of Athlete Performance Level","Botek M, KrejÄÃ­ J, McKune AJ, SlÃ¡deÄkovÃ¡ B.",2020,"10.1123/ijspp.2019-0507","included",
327,"Performance of the Flash Glucose Monitoring System during exercise in youth with Type 1 diabetes","Giani, Elisa; Macedoni, Maddalena; Barilli, Anna; Petitti, Agnese; Mameli, Chiara; Bosetti, Alessandra; Cristiano, Andrea; Radovanovic, Dejan; Santus, Pierachille; Zuccotti, Gian Vincenzo",2018,"10.1016/j.diabres.2018.10.001","excluded_fulltext","no appropriate test protocol (no exhaustion)"
328,"A retrospective longitudinal analysis of anthropometric and physical qualities that associate with adult career attainment in junior rugby league players","Till K, Morley D, O'Hara J, Jones BL, Chapman C, Beggs CB, Cooke C, Cobley S.",2017,"10.1016/j.jsams.2017.03.018","excluded_abstract","VO2 only estimated"
329,"Effect of exercise intensity on circulating microparticles in men and women","Shill, Daniel D.; Lansford, Kasey A.; Hempel, Hannah K.; Call, Jarrod A.; Murrow, Jonathan R.; Jenkins, Nathan T.",2018,"10.1113/EP086644","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
330,"Effects of the Menstrual Cycle on Running Economy: Oxygen Cost Versus Caloric Cost","DokumacÄ± B, HazÄ±r T.",2019,"10.1080/02701367.2019.1599800","excluded_fulltext","VO2 only estimated"
331,"Superior On-Ice Performance After Short-Interval vs. Long-Interval Training in Well-Trained Adolescent Ice Hockey Players","Ronnestad, Bent R.; Haugen, Ole Christian; Daehlin, Torstein E.",2021,"10.1519/JSC.0000000000004113","included",
332,"Endurance and Resistance Respiratory Muscle Training and Aerobic Exercise Performance in Hypobaric Hypoxia","Wheelock, Courtney E.; Hess, Hayden W.; Johnson, Blair D.; Schlader, Zachary J.; Clemency, Brian M.; St James, Erika; Hostler, David",2020,"10.3357/AMHP.5624.2020","excluded_fulltext","VO2 only estimated"
333,"Metabolic flexibility to lipid availability during exercise is enhanced in individuals with high insulin sensitivity","Fernandez-Verdejo, Rodrigo; Bajpeyi, Sudip; Ravussin, Eric; Galgani, Jose E.",2018,"10.1152/ajpendo.00126.2018","included",
334,"The effects of endurance exercise in hypoxia on acid-base balance and potassium kinetics: a randomized crossover design in male endurance athletes","Sumi, Daichi; Kojima, Chihiro; Kasai, Nobukazu; Goto, Kazushige",2018,"10.1186/s40798-018-0160-1","included",
335,"RELATIONSHIP BETWEEN SKATING ECONOMY AND PERFORMANCE DURING A REPEATED-SHIFT TEST IN ELITE AND SUBELITE ICE HOCKEY PLAYERS","Lamoureux, Nicholas R.; Tomkinson, Grant R.; Peterson, Benjamin J.; Fitzgerald, John S.",2018,"10.1519/JSC.0000000000002418","included",
336,"Impact of acute high-intensity interval exercise on plasma pentraxin 3 and endothelial function in obesity individuals-a pilot study","Slusher, Aaron L.; Fico, Brandon G.; Dodge, Katelyn M.; Garten, Ryan S.; Ferrandi, Peter J.; Rodriguez, Alexandra A.; Pena, Gabriel; Huang, Chun-Jung",2021,"10.1007/s00421-021-04632-5","excluded_fulltext","VO2 only estimated"
337,"The Differences in Cardiac Rehabilitation Outcomes by Age in Myocardial Infarction: A Preliminary Study","Kong, Hyun Ho; Bang, Heui Je; Ko, Jae Ung; Lee, Goo Joo",2017,"10.5535/arm.2017.41.6.1047","included",
338,"Within-Day Amino Acid Intakes and Nitrogen Balance in Male Collegiate Swimmers during the General Preparation Phase","Matsuda T, Kato H, Suzuki H, Mizugaki A, Ezaki T, Ogita F.",2018,"10.3390/nu10111809","included",
339,"Raw bioelectrical impedance analysis variables (phase angle and impedance ratio) are significant predictors of hand grip strength in adolescents and young adults","Sacco, Anna Maria; Valerio, Giuliana; Alicante, Paola; Di Gregorio, Ada; Spera, Rocco; Ballarin, Giada; Scalfi, Luca",2021,"10.1016/j.nut.2021.111445","excluded_abstract","VO2 only estimated"
340,"Data fusion of body-worn accelerometers and heart rate to predict VO2max during submaximal running","De Brabandere, Arne; De Beeck, Tim Op; Schutte, Kurt H.; Meert, Wannes; Vanwanseele, Benedicte; Davis, Jesse",2018,"10.1371/journal.pone.0199509","included",
341,"Effect of regular exercise training on changes in HbA1c, BMI and VO(2)max among patients with type 2 diabetes mellitus: an 8-year trial","Najafipour F, Mobasseri M, Yavari A, Nadrian H, Aliasgarzadeh A, Mashinchi Abbasi N, Niafar M, Houshyar Gharamaleki J, Sadra V.",2017,"10.1136/bmjdrc-2017-000414","excluded_fulltext","no information regarding the exclusion criteria"
342,"Individual cardiovascular responsiveness to work-matched exercise within the moderate- and severe-intensity domains","Maturana, Felipe Mattioni; Schellhorn, Philipp; Erz, Gunnar; Burgstahler, Christof; Widmann, Manuel; Munz, Barbara; Soares, Rogerio N.; Murias, Juan M.; Thiel, Ansgar; Niess, Andreas M.",2021,"10.1007/s00421-021-04676-7","included",
343,"Physical Performance and Anthropometric Characteristics of Male South African University Soccer Players","Kubayi, Alliance; Paul, Yvonne; Mahlangu, Prescott; Toriola, Abel",2017,"10.1515/hukin-2017-0098","included",
344,"The effects of short-term low energy availability, achieved through diet or exercise, on cognitive function in oral contraceptive users and eumenorrheic women","Martin, D.; Papageorgiou, M.; Colgan, H.; Bandelow, S.; Greeves, J. P.; Tang, J. C. Y.; Fraser, W. D.; Cooper, S. B.; Sale, C.; Elliott-Sale, K. J.",2021,"10.1139/apnm-2020-0474","included",
345,"Determinants of oxygen uptake and prognostic factors in cardiopulmonary exercise test in patients with Fontan surgery","Martin Talavera, Maria; Manso, Begona; Cejudo Ramos, Pilar; Rodriguez Puras, Maria Jose; Wals Rodriguez, Amadeo J.; Garcia de Vinuesa, Pastora Gallego",,"10.1017/S1047951121004054","included",
346,"Morning Preconditioning Exercise Does Not Increase Afternoon Performance in Competitive Runners","Dahl, Even Brondbo; Oygard, Eivind; Paulsen, Goran; Rud, Bjarne; Losnegard, Thomas",2021,"10.1123/ijspp.2020-0747","excluded_fulltext","no appropriate test protocol (no exhaustion)"
347,"Does heart rate response confirm the attainment of maximal oxygen uptake in adults 45 years and older?","Ducharme, Jeremy; Gibson, Ann; McKenna, Zachary; Houck, Jonathan; Hallam, Lydia; Mermier, Christine",2021,"10.1007/s00421-020-04522-2","included",
348,"Physiological Effects of Surgical and N95 Masks During Exercise in the Covid-19 Era","Shui L, Yang B, Tang H, Luo Y, Hu S, Zhong X, Duan J.",2022,"10.1016/j.amjms.2022.02.006","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
349,"MiR-612 regulates invadopodia of hepatocellular carcinoma by HADHA-mediated lipid reprogramming","Liu, Yang; Lu, Li-Li; Wen, Duo; Liu, Dong-Li; Dong, Li-Li; Gao, Dong-Mei; Bian, Xin-Yu; Zhou, Jian; Fan, Jia; Wu, Wei-Zhong",2020,"10.1186/s13045-019-0841-3","excluded_abstract","VO2 only estimated"
350,"Predictors of cardiorespiratory fitness in female and male adults with different body mass index: National Health and Nutrition Examination Survey 1999-2004 dataset","Chen, Liang; Kuang, Jian; Pei, Jian-Hao; Chen, Hong-Mei; Chen, Zhong; Li, Zhong-Wen; Yang, Hua-Zhang; Fu, Xiao-Ying; Wang, Long; Chen, Zhi-Jiang; Lai, Shui-Qing; Zhang, Shu-Ting",2017,"10.1080/07853890.2016.1252056","excluded_abstract","VO2 only estimated"
351,"The Effectiveness of Transdermal Iron Patches in Athletes With Suboptimal Iron Status (Part 1)","McCormick, Rachel; Dawson, Brian; Sim, Marc; Lester, Leanne; Goodman, Carmel; Peeling, Peter",2020,"10.1123/ijsnem.2019-0309","included",
352,"Effects of acute or chronic heat exposure, exercise and dehydration on plasma cortisol, IL-6 and CRP levels in trained males","Costello JT, Rendell RA, Furber M, Massey HC, Tipton MJ, Young JS, Corbett J.",2018,"10.1016/j.cyto.2018.01.018","included",
353,"Lifestyle and physical condition factors associated with gender-specific BMI in Spanish preadolescents","Miravalls, Raquel; Pablos, Ana; Guzman, Jose F.; Elvira, Laura; Vano, Vicente; Nebot, Vicente",2020,"10.20960/nh.02615","excluded_fulltext","no information regarding the exclusion criteria"
354,"EFFORT-D: results of a randomised controlled trial testing the EFFect of running therapy on depression","Kruisdijk F, Hopman-Rock M, Beekman ATF, Hendriksen I.",2019,"10.1186/s12888-019-2156-x","included",
355,"Pulmonary hemodynamics responses to hypoxia and/or CO2 inhalation during moderate exercise in humans","Doutreleau, Stephane; Enache, Irina; Pistea, Cristina; Geny, Bernard; Charloux, Anne",2018,"10.1007/s00424-018-2127-y","included",
356,"Medium-term effects of SARS-CoV-2 infection on multiple vital organs, exercise capacity, cognition, quality of life and mental health, post-hospital discharge","Raman, Betty; Cassar, Mark Philip; Tunnicliffe, Elizabeth M.; Filippini, Nicola; Griffanti, Ludovica; Alfaro-Almagro, Fidel; Okell, Thomas; Sheerin, Fintan; Xie, Cheng; Mahmod, Masliza; Mozes, Ferenc E.; Lewandowski, Adam J.; Ohuma, Eric O.; Holdsworth, David; Lamlum, Hanan; Woodman, Myles J.; Krasopoulos, Catherine; Mills, Rebecca; McConnell, Flora A. Kennedy; Wang, Chaoyue; Arthofer, Christoph; Lange, Frederik J.; Andersson, Jesper; Jenkinson, Mark; Antoniades, Charalambos; Channon, Keith M.; Shanmuganathan, Mayooran; Ferreira, Vanessa M.; Piechnik, Stefan K.; Klenerman, Paul; Brightling, Christopher; Talbot, Nick P.; Petousi, Nayia; Rahman, Najib M.; Ho, Ling-Pei; Saunders, Kate; Geddes, John R.; Harrison, Paul J.; Pattinson, Kyle; Rowland, Matthew J.; Angus, Brian J.; Gleeson, Fergus; Pavlides, Michael; Koychev, Ivan; Miller, Karla L.; Mackay, Clare; Jezzard, Peter; Smith, Stephen M.; Neubauer, Stefan",2021,"10.1016/j.eclinm.2020.100683","included",
357,"Limitations in intense exercise performance of athletes - effect of speed endurance training on ion handling and fatigue development","Hostrup, Morten; Bangsbo, Jens",2017,"10.1113/JP273218","excluded_abstract","no primary research"
358,"Water-based aerobic training improves strength parameters and cardiorespiratory outcomes in elderly women","Costa, Rochelle Rocha; Kanitz, Ana Carolina; Reichert, Thais; Garcia Prado, Alexandre Konig; Coconcelli, Leandro; Koch Buttelli, Adriana Cristine; Pereira, Laura Frances; Bienert Masiero, Marcos Paulo; Meinerz, Andressa Pellegrini; Conceicao, Matheus Oliveira; Sbeghen, Isadora Loch; Martins Kruel, Luiz Fernando",2018,"10.1016/j.exger.2018.04.022","included",
359,"Does TRX training induce similar effects to crossfit? Study on the variation of body fat mass, endurance and explosive force","Notarnicola, Angela; Salatino, Giuseppe; Napoletano, Paolo; Monno, Antonio; Moretti, Biagio; Tafuri, Silvio",2018,"10.11138/mltj/2018.8.4.520","excluded_abstract","VO2 only estimated"
360,"Firefighters' Physical Activity and Waist Circumference as Predictors of (V)over dotO(2max)","Barry, Allison M.; Lyman, Katie J.; Dicks, Nathan D.; Landin, Kassiann D.; McGeorge, Christi R.; Hackney, Kyle J.; Walch, Tanis J.",2019,"10.1097/JOM.0000000000001690","included",
361,"Training with an Electric Exercise Bike versus a Conventional Exercise Bike during Hemodialysis for Patients with End-stage Renal Disease: A Randomized Clinical Trial","Miura M, Yoshizawa R, Oowada S, Hirayama A, Ito O, Kohzuki M, Maeba T.",2017,"10.2490/prm.20170008","excluded_abstract","VO2 only estimated"
362,"Vitamin C and E Treatment Blunts Sprint Interval Training-Induced Changes in Inflammatory Mediator-, Calcium-, and Mitochondria-Related Signaling in Recreationally Active Elderly Humans","Wyckelsma, Victoria L.; Venckunas, Tomas; Brazaitis, Marius; Gastaldello, Stefano; Snieckus, Audrius; Eimantas, Nerijus; Baranauskiene, Neringa; Subocius, Andrejus; Skurvydas, Albertas; Paasuke, Mati; Gapeyeva, Helena; Kaasik, Priit; Paasuke, Reedik; Jurimae, Jaak; Graf, Brigitte A.; Kayser, Bengt; Place, Nicolas; Andersson, Daniel C.; Kamandulis, Sigitas; Westerblad, Hakan",2020,"10.3390/antiox9090879","included",
363,"The effect of Opuntia ficus-indica juice supplementation on oxidative stress, cardiovascular parameters, and biochemical markers following yo-yo Intermittent recovery test","Khouloud, Aloui; Abedelmalek, Salma; Chtourou, Hamdi; Souissi, Nizar",2018,"10.1002/fsn3.529","excluded_abstract","VO2 only estimated"
364,"Comparison of Reduced-Volume High-Intensity Interval Training and High-Volume Training on Endurance Performance in Triathletes","Mallol, Milos; Bentley, David J.; Norton, Lynda; Norton, Kevin; Mejuto, Gaizka; Yanci, Javier",2019,"10.1123/ijspp.2018-0359","included",
365,"Arterial stiffness is associated to cardiorespiratory fitness and body mass index in young Swedish adults: The Lifestyle, Biomarkers, and Atherosclerosis study","Fernberg, Ulrika; Fernstrom, Maria; Hurtig-Wennlof, Anita",2017,"10.1177/2047487317720796","excluded_abstract","VO2 only estimated"
366,"The Absolute and Relative Reliability of Psychophysiological Responses to Self-Selected Exercise Intensity in Elderly Women","Lins-Filho, Ozeas L.; Santos, Tony M.; Ritti-Dias, Raphael M.; Damasceno, Vinicius O.; Ferreira, Daniela K. S.",2019,"10.1080/02701367.2019.1593922","excluded_fulltext","no appropriate test protocol (longer than 20 minutes)"
367,"Effects of sodium bicarbonate ingestion on prolonged running performance and recovery in trained runners","Shing, Lew Ka; Yin, Ler Hui; Yong, Gee Yong; Hoe, Wee Eng",2021,"10.15562/bmj.v10i3.2741","included",
368,"The Effect of Glutamine and Glucose Supplementation on Maximal Aerobic Power and Hemoglobin Concentration in Athlete Young Girls","Amin, Banafsheh; Karimi, Mohammad",2017,"10.18869/acadpub.aassjournal.5.1.25","excluded_fulltext","VO2 only estimated"
369,"Physical fitness and anthropometrical profile for the recruits of the elite close protection unit of the Portuguese public security police","Sa, Mario; Santos, Teresa; Afonso, Jose; Gouveia, Elvio R.; Marques, Adilson",2022,"10.1080/15614263.2021.1956317","excluded_abstract","VO2 only estimated"
370,"Smartphone-Based VO2max Measurement With Heart Snapshot in Clinical and Real-world Settings With a Diverse Population: Validation Study","Webster, Dan E.; Tummalacherla, Meghasyam; Higgins, Michael; Wing, David; Ashley, Euan; Kelly, Valerie E.; McConnell, Michael, V; Muse, Evan D.; Olgin, Jeffrey E.; Mangravite, Lara M.; Godino, Job; Kellen, Michael R.; Omberg, Larsson",2021,"10.2196/26006","included",
371,"Guidelines for animal exercise and training protocols for cardiovascular studies","Poole, David C.; Copp, Steven W.; Colburn, Trenton D.; Craig, OJesse C.; Allen, David L.; Sturek, Michael; O'Leary, Donal S.; Zucker, Irving H.; Musch, Timothy, I",2020,"10.1152/ajpheart.00697.2019","excluded_abstract","no primary research"
372,"Bovine colostrum supplementation does not affect plasma I-FABP concentrations following exercise in a hot and humid environment","McKenna, Zachary; Berkemeier, Quint; Naylor, Ashley; Kleint, Austin; Gorini, Felipe; Ng, Jason; Kim, Jong-Kyung; Sullivan, Sean; Gillum, Trevor",2017,"10.1007/s00421-017-3743-5","excluded_fulltext","report not retrieved"
373,"The effect of Chlorella pyrenoidosa supplementation on immune responses to 2 days of intensified training","Chidley, Corinna; Davison, Glen",2018,"10.1007/s00394-017-1525-9","included",
374,"Effects of Ball Drills and Repeated-Sprint-Ability Training in Basketball Players","Maggioni MA, Bonato M, Stahn A, La Torre A, Agnello L, Vernillo G, Castagna C, Merati G.",2019,"10.1123/ijspp.2018-0433","excluded_fulltext","VO2 only estimated"
375,"Changes in Fat Oxidation and Body Composition after Combined Exercise Intervention in Sedentary Obese Chinese Adults","Cao J, Lei S, Zhao T, Xie Y, Zhou Z, Cheng S, Wang X.",2022,"10.3390/jcm11041086","included",
376,"The Relationship Between Lactate and Ventilatory Thresholds in Runners: Validity and Reliability of Exercise Test Performance Parameters","Cerezuela-Espejo, Victor; Courel-Ibanez, Javier; Moran-Navarro, Ricardo; Martinez-Cava, Alejandro; Pallares, Jesus G.",2018,"10.3389/fphys.2018.01320","included",
377,"Unexplained exertional intolerance associated with impaired systemic oxygen extraction","Melamed, Kathryn H.; Santos, Mario; Oliveira, Rudolf K. F.; Urbina, Mariana Faria; Felsenstein, Donna; Opotowsky, Alexander R.; Waxman, Aaron B.; Systrom, David M.",2019,"10.1007/s00421-019-04222-6","excluded_abstract","no primary research"
378,"Eight-week exercise training in humans with obesity: Marked improvements in insulin sensitivity and modest changes in gut microbiome","Verheggen, Rebecca J. H. M.; Konstanti, Prokopis; Smidt, Hauke; Hermus, Ad R. M. M.; Thijssen, Dick H. J.; Hopman, Maria T. E.",2021,"10.1002/oby.23252","excluded_fulltext","no information regarding the exclusion criteria"
379,"Feasibility of high-intensity interval training in patients with left ventricular assist devices: a pilot study","Alvarez Villela, Miguel; Chinnadurai, Thiru; Salkey, Kalil; Furlani, Andrea; Yanamandala, Mounica; Vukelic, Sasha; Sims, Daniel B.; Shin, Jooyoung J.; Saeed, Omar; Jorde, Ulrich P.; Patel, Snehal R.",2021,"10.1002/ehf2.13106","included",
380,"The effect of minimal differences in the skin-to-air vapor pressure gradient at various dry-bulb temperatures on self-paced exercise performance","Bright, Felicity M.; Clark, Brad; Jay, Ollie; Periard, Julien D.",2021,"10.1152/japplphysiol.01059.2020","included",
381,"The influence of age, sex and cardiorespiratory fitness on maximal fat oxidation rate","Frandsen, J.; Amaro-Gahete, F. J.; Landgrebe, A.; Dela, F.; Ruiz, J. R.; Helge, J. W.; Larsen, S.",2021,"10.1139/apnm-2021-0080","excluded_fulltext","report not retrieved"
382,"Changes in Anthropometric and Performance Parameters in High-Level Endurance Athletes during a Sports Season","Alves, Javier; Barrientos, Gema; Toro, Victor; Sanchez, Esther; Munoz, Diego; Maynar, Marcos",2021,"10.3390/ijerph18052782","included",
383,"Block periodization of strength and endurance training is superior to traditional periodization in ice hockey players","Ronnestad, Bent R.; Ofsteng, Sjur J.; Ellefsen, Stian",2019,"10.1111/sms.13326","included",
384,"Energy Expenditure Equation Choice: Effects on Cycling Efficiency and Its Reliability","Bossi, Arthur H.; Timmerman, Wouter P.; Hopker, James G.",2020,"10.1123/ijspp.2018-0818","included",
385,"Diurnal variation in repeated sprint performance cannot be offset when rectal and muscle temperatures are at optimal levels (38.5 degrees C)","Pullinger, Samuel A.; Oksa, Juha; Clark, Liam F.; Guyatt, Joe W. F.; Newlove, Antonia; Burniston, Jatin G.; Doran, Dominic A.; Waterhouse, James M.; Edwards, Ben J.",2018,"10.1080/07420528.2018.1454938","included",
386,"Reducing training frequency from 3 or 4 sessions/week to 2 sessions/week does not attenuate improvements in maximal aerobic capacity with reduced-exertion high-intensity interval training (REHIT)","Thomas G, Songsorn P, Gorman A, Brackenridge B, Cullen T, Fitzpatrick B, Metcalfe RS, Vollaard NBJ.",2020,"10.1139/apnm-2019-0750","included",
387,"Validation of Cardiorespiratory Fitness Measurements in Adolescents","Migliano P, Kabiri LS, Cross M, Butcher A, FrugÃ© A, Brewer W, Ortiz A.",2019,"10.3390/jfmk4030044","included",
388,"Moderate exercise training since adolescence reduces Walker 256 tumour growth in adult rats","Moreira VM, Almeida D, da Silva Franco CC, Gomes RM, Palma-Rigo K, Prates KV, TÃ³folo LP, Malta A, Francisco FA, Pavanello A, Previate C, da Silva Silveira S, Ribeiro TA, Martins IP, de Moraes AMP, Matiusso CCI, Saavedra LPJ, de Barros Machado KG, Fabbri CorÃ¡ T, Gongora A, Cardozo LE, da Silva PHO, Venci R, Vieira E, de Oliveira JC, Miranda RA, de Souza HM, Miksza D, da Costa Lima LD, de Castro-Prado MAA, Rinaldi W, de Freitas Mathias PC.",2019,"10.1113/JP277645","excluded_abstract","reasearch not in humans"
389,"Comparison of sprint training and high intensity interval training on oxidative stress and aerobic capacity in male soccer players","Perween, S.; Hussain, M. E.; Hejazi, I. I.; Siddiqui, M. Y. S.; Saif, A.; Parveen, A.",2020,"10.3920/CEP190078","included",
390,"Validation of Oxygen Consumption Prediction Equations and New Formulas for Interval Training","Bazuelo-Ruiz, Bruno; de Rosario, Helios; Dura-Gi, Juan, V",2021,"10.5672/apunts.2014-0983.es.(2021/1).143.02","included",
391,"Lipid reprogramming induced by the TFEB-ERR alpha axis enhanced membrane fluidity to promote EC progression","Mao, Xiaodan; Lei, Huifang; Yi, Tianjin; Su, Pingping; Tang, Shuting; Tong, Yao; Dong, Binhua; Ruan, Guanyu; Mustea, Alexander; Sehouli, Jalid; Sun, Pengming",2022,"10.1186/s13046-021-02211-2","excluded_abstract","VO2 only estimated"
