PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30539126","Aerobic Variables for Prediction of Alpine Skiing Performance - A Novel Approach","Nilsson R, Lindberg AS, Theos A, Ferguson RA, Malm C.","Sports Med Int Open. 2018 Sep 7;2(4):E105-E112. doi: 10.1055/a-0655-7249. eCollection 2018 Jul.","Nilsson R","Sports Med Int Open","2018","2018/12/13","PMC6277242","","10.1055/a-0655-7249"
"30539125","The Influence of Oxygen Saturation on the Relationship Between Hemoglobin Mass and VO (2) max","Goodrich JA, Ryan BJ, Byrnes WC.","Sports Med Int Open. 2018 Sep 6;2(4):E98-E104. doi: 10.1055/a-0655-7207. eCollection 2018 Jul.","Goodrich JA","Sports Med Int Open","2018","2018/12/13","PMC6225968","","10.1055/a-0655-7207"
"30537789","Ski Mountaineering - Evaluation of a Sports Specific Performance Diagnosis","Schöffl V, Pöppelmeier O, Emmler J, Schöffl I, Küpper T, Lutter C.","Sportverletz Sportschaden. 2018 Dec;32(4):233-242. doi: 10.1055/a-0598-7738. Epub 2018 Dec 11.","Schöffl V","Sportverletz Sportschaden","2018","2018/12/12","","","10.1055/a-0598-7738"
"30535050","Association of Breathing Reserve at Peak Exercise With Body Composition and Physical Function in Older Adults With Obesity","Opina MTD, Brinkley TE, Gordon M, Lyles MF, Nicklas BJ.","J Gerontol A Biol Sci Med Sci. 2019 Nov 13;74(12):1973-1979. doi: 10.1093/gerona/gly276.","Opina MTD","J Gerontol A Biol Sci Med Sci","2019","2018/12/12","PMC6853661","","10.1093/gerona/gly276"
"30534881","[An equation to predict maximum oxygen consumption from the six-minute walk test in healthy young adults]","Vásquez-Gómez J, Castillo-Retamal M, Faundez-Casanova C, Carvalho RS, Ramírez-Campillo R, Valdés-Badilla P.","Rev Med Chil. 2018 Jul;146(7):830-838. doi: 10.4067/s0034-98872018000700830.","Vásquez-Gómez J","Rev Med Chil","2018","2018/12/12","","","10.4067/s0034-98872018000700830"
"30533031","Skeletal muscle metabolism in rats with low and high intrinsic aerobic capacity: Effect of aging and exercise training","Shi M, Ellingsen Ø, Bathen TF, Høydal MA, Koch LG, Britton SL, Wisløff U, Stølen TO, Esmaeili M.","PLoS One. 2018 Dec 11;13(12):e0208703. doi: 10.1371/journal.pone.0208703. eCollection 2018.","Shi M","PLoS One","2018","2018/12/12","PMC6289443","","10.1371/journal.pone.0208703"
"30532736","Sex Differences in Autonomic Cardiac Control and Oxygen Saturation Response to Short-Term Normobaric Hypoxia and Following Recovery: Effect of Aerobic Fitness","Botek M, Krejčí J, McKune A.","Front Endocrinol (Lausanne). 2018 Nov 23;9:697. doi: 10.3389/fendo.2018.00697. eCollection 2018.","Botek M","Front Endocrinol (Lausanne)","2018","2018/12/12","PMC6265316","","10.3389/fendo.2018.00697"
"30531464","The Performance Effects of Microdose Recombinant Human Erythropoietin Administration and Carbon Monoxide Rebreathing","Sutehall S, Martin-Rincon M, Wang G, Shurlock J, Durussel J, Mooses M, Wang J, Pitsiladis YP.","Curr Sports Med Rep. 2018 Dec;17(12):457-466. doi: 10.1249/JSR.0000000000000551.","Sutehall S","Curr Sports Med Rep","2018","2018/12/12","","","10.1249/JSR.0000000000000551"
"30531373","Association Between Somatotype Profile and Health-Related Physical Fitness in Special Police Unit","Araújo AO, Cancela JM, Rocha-Rodrigues S, Rodrigues LP.","J Occup Environ Med. 2019 Feb;61(2):e51-e55. doi: 10.1097/JOM.0000000000001515.","Araújo AO","J Occup Environ Med","2019","2018/12/12","","","10.1097/JOM.0000000000001515"
"30530451","Accuracy of Wrist-Worn Activity Monitors During Common Daily Physical Activities and Types of Structured Exercise: Evaluation Study","Reddy RK, Pooni R, Zaharieva DP, Senf B, El Youssef J, Dassau E, Doyle Iii FJ, Clements MA, Rickels MR, Patton SR, Castle JR, Riddell MC, Jacobs PG.","JMIR Mhealth Uhealth. 2018 Dec 10;6(12):e10338. doi: 10.2196/10338.","Reddy RK","JMIR Mhealth Uhealth","2018","2018/12/12","PMC6305876","","10.2196/10338"
"30529883","Effects of regular high-cocoa chocolate intake on arterial stiffness and metabolic characteristics during exercise","Nishiwaki M, Nakano Y, Matsumoto N.","Nutrition. 2019 Apr;60:53-58. doi: 10.1016/j.nut.2018.09.021. Epub 2018 Oct 5.","Nishiwaki M","Nutrition","2019","2018/12/12","","","10.1016/j.nut.2018.09.021"
"30529027","Comparison of Maximum Oxygen Uptake and Rating Perceived Exertion in Woman's Kabaddi Athletes (Without Breathy Voice to Severe Breathy Voice)","Ebrahimi S, Gholami M.","J Voice. 2020 May;34(3):490.e1-490.e6. doi: 10.1016/j.jvoice.2018.10.014. Epub 2018 Dec 7.","Ebrahimi S","J Voice","2020","2018/12/12","","","10.1016/j.jvoice.2018.10.014"
"30527685","The relationship between maximum heart rate in a cardiorespiratory fitness test and in a maximum heart rate test","Berglund IJ, Sørås SE, Relling BE, Lundgren KM, Kiel IA, Moholdt T.","J Sci Med Sport. 2019 May;22(5):607-610. doi: 10.1016/j.jsams.2018.11.018. Epub 2018 Nov 28.","Berglund IJ","J Sci Med Sport","2019","2018/12/12","","","10.1016/j.jsams.2018.11.018"
"30527176","Early initiated postoperative rehabilitation reduces fatigue in patients with operable lung cancer: A randomized trial","Quist M, Sommer MS, Vibe-Petersen J, Stærkind MB, Langer SW, Larsen KR, Trier K, Christensen M, Clementsen PF, Missel M, Henriksen C, Christensen KB, Lillelund C, Langberg H, Pedersen JH.","Lung Cancer. 2018 Dec;126:125-132. doi: 10.1016/j.lungcan.2018.10.025. Epub 2018 Nov 2.","Quist M","Lung Cancer","2018","2018/12/12","","","10.1016/j.lungcan.2018.10.025"
"30526607","Priority use of medium-chain fatty acids during high-intensity exercise in cross-country skiers","Lyudinina AY, Ivankova GE, Bojko ER.","J Int Soc Sports Nutr. 2018 Dec 10;15(1):57. doi: 10.1186/s12970-018-0265-4.","Lyudinina AY","J Int Soc Sports Nutr","2018","2018/12/12","PMC6288941","","10.1186/s12970-018-0265-4"
"30525843","Oxygen pulse as a protective factor of insulin resistance in sedentary women with overweight or obesity","González Rojas L, Soto Sánchez J, Cano Capellacci M, Muñoz Claro R, Cancino Ramírez J.","Nutr Hosp. 2018 Dec 3;35(6):1305-1309. doi: 10.20960/nh.1549.","González Rojas L","Nutr Hosp","2018","2018/12/12","","","10.20960/nh.1549"
"30508195","Cardiorespiratory fitness in long-term juvenile dermatomyositis: a controlled, cross-sectional study of active/inactive disease","Berntsen KS, Edvardsen E, Hansen BH, Flatø B, Sjaastad I, Sanner H.","Rheumatology (Oxford). 2019 Mar 1;58(3):492-501. doi: 10.1093/rheumatology/key342.","Berntsen KS","Rheumatology (Oxford)","2019","2018/12/04","","","10.1093/rheumatology/key342"
"30507584","Muscle Strength and Aerobic Capacity in Patients with CIDP One Year after Participation in an Exercise Trial","Markvardsen LK, Carstens AR, Knak KL, Overgaard K, Vissing J, Andersen H.","J Neuromuscul Dis. 2019;6(1):93-97. doi: 10.3233/JND-180344.","Markvardsen LK","J Neuromuscul Dis","2019","2018/12/04","","","10.3233/JND-180344"
"30505276","Physiological Comparisons of Elite Male Visma Ski Classics and National Level Cross-Country Skiers During Uphill Treadmill Roller Skiing","Sagelv EH, Engseth TP, Pedersen S, Pettersen SA, Mathisen G, Heitmann KA, Welde B, Thomassen TO, Stöggl TL.","Front Physiol. 2018 Nov 16;9:1523. doi: 10.3389/fphys.2018.01523. eCollection 2018.","Sagelv EH","Front Physiol","2018","2018/12/04","PMC6250767","","10.3389/fphys.2018.01523"
"30503327","Thermoregulation and markers of muscle breakdown in malignant hyperthermia susceptible volunteers during an acute heat tolerance test","House CM, Tipton MJ, Hopkins PM, Roiz de Sa D.","J Sci Med Sport. 2019 May;22(5):586-590. doi: 10.1016/j.jsams.2018.11.012. Epub 2018 Nov 23.","House CM","J Sci Med Sport","2019","2018/12/04","","","10.1016/j.jsams.2018.11.012"
"30501371","Better lung function with increased handgrip strength, as well as maximum oxygen uptake, in congenital heart disease across the lifespan","Smith MP, Müller J, Neidenbach R, Ewert P, Hager A.","Eur J Prev Cardiol. 2019 Mar;26(5):492-501. doi: 10.1177/2047487318816508. Epub 2018 Nov 30.","Smith MP","Eur J Prev Cardiol","2019","2018/12/04","","","10.1177/2047487318816508"
"30517622","Mid-term results of a randomized trial of tricuspid annuloplasty for less-than-severe functional tricuspid regurgitation at the time of mitral valve surgery†","Pettinari M, De Kerchove L, Lazam S, Pasquet A, Gerber B, Vanoverschelde JL, El-Khoury G.","Eur J Cardiothorac Surg. 2019 May 1;55(5):851-858. doi: 10.1093/ejcts/ezy378.","Pettinari M","Eur J Cardiothorac Surg","2019","2018/12/06","","","10.1093/ejcts/ezy378"
"30513903","The Effect of Mental Fatigue on Cognitive and Aerobic Performance in Adolescent Active Endurance Athletes: Insights from a Randomized Counterbalanced, Cross-Over Trial","Slimani M, Znazen H, Bragazzi NL, Zguira MS, Tod D.","J Clin Med. 2018 Dec 3;7(12):510. doi: 10.3390/jcm7120510.","Slimani M","J Clin Med","2018","2018/12/06","PMC6306934","","10.3390/jcm7120510"
"30511333","Guidelines for exercise during normal pregnancy and gestational diabetes: a review of international recommendations","Savvaki D, Taousani E, Goulis DG, Tsirou E, Voziki E, Douda H, Nikolettos N, Tokmakidis SP.","Hormones (Athens). 2018 Dec;17(4):521-529. doi: 10.1007/s42000-018-0085-6. Epub 2018 Dec 3.","Savvaki D","Hormones (Athens)","2018","2018/12/05","","","10.1007/s42000-018-0085-6"
"30510272","Higher lipid turnover and oxidation in cultured human myotubes from athletic versus sedentary young male subjects","Lund J, Helle SA, Li Y, Løvsletten NG, Stadheim HK, Jensen J, Kase ET, Thoresen GH, Rustan AC.","Sci Rep. 2018 Dec 3;8(1):17549. doi: 10.1038/s41598-018-35715-7.","Lund J","Sci Rep","2018","2018/12/05","PMC6277406","","10.1038/s41598-018-35715-7"
"30509641","Short term heat acclimation reduces heat stress, but is not augmented by dehydration","Schleh MW, Ruby BC, Dumke CL.","J Therm Biol. 2018 Dec;78:227-234. doi: 10.1016/j.jtherbio.2018.10.004. Epub 2018 Oct 19.","Schleh MW","J Therm Biol","2018","2018/12/05","","","10.1016/j.jtherbio.2018.10.004"
"30499078","Biological and Social Determinants of Maximum Oxygen Uptake in Adult Men","Nowak SB, Jopkiewicz A, Tomaszewski P.","Adv Exp Med Biol. 2019;1133:105-114. doi: 10.1007/5584_2018_296.","Nowak SB","Adv Exp Med Biol","2019","2018/12/01","","","10.1007/5584_2018_296"
"30498458","Enhanced Metabolic Stress Augments Ischemic Preconditioning for Exercise Performance","Slysz JT, Burr JF.","Front Physiol. 2018 Nov 15;9:1621. doi: 10.3389/fphys.2018.01621. eCollection 2018.","Slysz JT","Front Physiol","2018","2018/12/01","PMC6249303","","10.3389/fphys.2018.01621"
"30496493","Differential effects of endurance, interval, and resistance training on telomerase activity and telomere length in a randomized, controlled study","Werner CM, Hecksteden A, Morsch A, Zundler J, Wegmann M, Kratzsch J, Thiery J, Hohl M, Bittenbring JT, Neumann F, Böhm M, Meyer T, Laufs U.","Eur Heart J. 2019 Jan 1;40(1):34-46. doi: 10.1093/eurheartj/ehy585.","Werner CM","Eur Heart J","2019","2018/11/30","PMC6312574","","10.1093/eurheartj/ehy585"
"30488594","Moving beyond threshold-based dichotomous classification to improve the accuracy in classifying non-responders","Bonafiglia JT, Nelms MW, Preobrazenski N, LeBlanc C, Robins L, Lu S, Lithopoulos A, Walsh JJ, Gurd BJ.","Physiol Rep. 2018 Nov;6(22):e13928. doi: 10.14814/phy2.13928.","Bonafiglia JT","Physiol Rep","2018","2018/11/30","PMC6429972","","10.14814/phy2.13928"
"30487731","The Impact of High-Intensity Interval Training on Brain Derived Neurotrophic Factor in Brain: A Mini-Review","Jiménez-Maldonado A, Rentería I, García-Suárez PC, Moncada-Jiménez J, Freire-Royes LF.","Front Neurosci. 2018 Nov 14;12:839. doi: 10.3389/fnins.2018.00839. eCollection 2018.","Jiménez-Maldonado A","Front Neurosci","2018","2018/11/30","PMC6246624","","10.3389/fnins.2018.00839"
"30487022","Acute Normobaric Hypoxia Exposure and Excess Post-Exercise Oxygen Consumption","Navalta JW, Tanner EA, Bodell NG.","Aerosp Med Hum Perform. 2018 Dec 1;89(12):1031-1035. doi: 10.3357/AMHP.5162.2018.","Navalta JW","Aerosp Med Hum Perform","2018","2018/11/30","","","10.3357/AMHP.5162.2018"
"30483312","Are Twenty-Four Sessions of Aerobic Exercise Sufficient for Improving Cardiac Parameters in Diabetes Mellitus? A Randomized Controlled Trial","Rahbar S, Naimi SS, Reza Soltani A, Rahimi A, Akbarzadeh Baghban A, Khorami N.","J Tehran Heart Cent. 2018 Apr;13(2):43-51.","Rahbar S","J Tehran Heart Cent","2018","2018/11/29","PMC6246440","",""
"30483147","Whole-Body Electromyostimulation Improves Performance-Related Parameters in Runners","Amaro-Gahete FJ, De-la-O A, Sanchez-Delgado G, Robles-Gonzalez L, Jurado-Fasoli L, Ruiz JR, Gutierrez A.","Front Physiol. 2018 Nov 13;9:1576. doi: 10.3389/fphys.2018.01576. eCollection 2018.","Amaro-Gahete FJ","Front Physiol","2018","2018/11/29","PMC6242945","","10.3389/fphys.2018.01576"
"30482545","Association between maximal oxygen consumption and physical activity and sedentary lifestyle in metabolic syndrome. Usefulness of questionnaires","Tojal L, Alonso-Gómez A, Alberich S, Wärnberg J, Sorto C, Portillo MP, Schröder H, Salas-Salvadó J, Arós F.","Rev Esp Cardiol (Engl Ed). 2020 Feb;73(2):145-152. doi: 10.1016/j.rec.2018.08.027. Epub 2018 Nov 24.","Tojal L","Rev Esp Cardiol (Engl Ed)","2020","2018/11/29","","","10.1016/j.rec.2018.08.027"
"30479532","Heart Rate-Index Estimates Oxygen Uptake, Energy Expenditure and Aerobic Fitness in Rugby Players","Colosio AL, Pedrinolla A, Da Lozzo G, Pogliaghi S.","J Sports Sci Med. 2018 Nov 20;17(4):633-639. eCollection 2018 Dec.","Colosio AL","J Sports Sci Med","2018","2018/11/28","PMC6243626","",""
"30478338","High glycolytic activity of tumor cells leads to underestimation of electron transport system capacity when mitochondrial ATP synthase is inhibited","Ruas JS, Siqueira-Santos ES, Rodrigues-Silva E, Castilho RF.","Sci Rep. 2018 Nov 26;8(1):17383. doi: 10.1038/s41598-018-35679-8.","Ruas JS","Sci Rep","2018","2018/11/28","PMC6255871","","10.1038/s41598-018-35679-8"
"30474740","Cardiovascular, muscular, and skeletal adaptations to recreational team handball training: a randomized controlled trial with young adult untrained men","Hornstrup T, Løwenstein FT, Larsen MA, Helge EW, Póvoas S, Helge JW, Nielsen JJ, Fristrup B, Andersen JL, Gliemann L, Nybo L, Krustrup P.","Eur J Appl Physiol. 2019 Feb;119(2):561-573. doi: 10.1007/s00421-018-4034-5. Epub 2018 Nov 24.","Hornstrup T","Eur J Appl Physiol","2019","2018/11/27","","","10.1007/s00421-018-4034-5"
"30474579","Aerobic Fitness Level Moderates the Association Between Cannabis Use and Executive Functioning and Psychomotor Speed Following Abstinence in Adolescents and Young Adults","Wade NE, Wallace AL, Swartz AM, Lisdahl KM.","J Int Neuropsychol Soc. 2019 Feb;25(2):134-145. doi: 10.1017/S1355617718000966. Epub 2018 Nov 26.","Wade NE","J Int Neuropsychol Soc","2019","2018/11/27","PMC6374167","NIHMS1509088","10.1017/S1355617718000966"
"30474478","Effects of sacubitril/valsartan on functional status and exercise capacity in real-world patients","Lau CW, Martens P, Lambeets S, Dupont M, Mullens W.","Acta Cardiol. 2019 Oct;74(5):405-412. doi: 10.1080/00015385.2018.1521054. Epub 2018 Nov 25.","Lau CW","Acta Cardiol","2019","2018/11/27","","","10.1080/00015385.2018.1521054"
"30465635","Exercise training in thermo-mineral spring water has beneficial effects on hemodynamic and health-related factors in young-older hypertensive women: A randomized control trial","Arazi H, Asadi R, Taati B.","J Women Aging. 2020 May-Jun;32(3):279-291. doi: 10.1080/08952841.2018.1547003. Epub 2018 Nov 22.","Arazi H","J Women Aging","2020","2018/11/23","","","10.1080/08952841.2018.1547003"
"30464436","Exercise performance and symptoms in lowlanders with COPD ascending to moderate altitude: randomized trial","Furian M, Flueck D, Latshang TD, Scheiwiller PM, Segitz SD, Mueller-Mottet S, Murer C, Steiner A, Ulrich S, Rothe T, Kohler M, Bloch KE.","Int J Chron Obstruct Pulmon Dis. 2018 Oct 26;13:3529-3538. doi: 10.2147/COPD.S173039. eCollection 2018.","Furian M","Int J Chron Obstruct Pulmon Dis","2018","2018/11/23","PMC6208550","","10.2147/COPD.S173039"
"30463354","Within-Day Amino Acid Intakes and Nitrogen Balance in Male Collegiate Swimmers during the General Preparation Phase","Matsuda T, Kato H, Suzuki H, Mizugaki A, Ezaki T, Ogita F.","Nutrients. 2018 Nov 20;10(11):1809. doi: 10.3390/nu10111809.","Matsuda T","Nutrients","2018","2018/11/23","PMC6266158","","10.3390/nu10111809"
"30462525","Effects of altered pyruvate dehydrogenase activity on contracting skeletal muscle bioenergetics","Kasper JD, Meyer RA, Beard DA, Wiseman RW.","Am J Physiol Regul Integr Comp Physiol. 2019 Jan 1;316(1):R76-R86. doi: 10.1152/ajpregu.00321.2018. Epub 2018 Nov 21.","Kasper JD","Am J Physiol Regul Integr Comp Physiol","2019","2018/11/22","PMC6383493","","10.1152/ajpregu.00321.2018"
"30459053","Weight loss but not gains in cardiorespiratory fitness after exercise-training predicts improved health risk factors in metabolic syndrome","Mora-Rodriguez R, Ortega JF, Morales-Palomo F, Ramirez-Jimenez M.","Nutr Metab Cardiovasc Dis. 2018 Dec;28(12):1267-1274. doi: 10.1016/j.numecd.2018.08.004. Epub 2018 Aug 23.","Mora-Rodriguez R","Nutr Metab Cardiovasc Dis","2018","2018/11/22","","","10.1016/j.numecd.2018.08.004"
"30453773","Acute high-intensity interval exercise induces greater levels of serum brain-derived neurotrophic factor in obese individuals","Rodriguez AL, Whitehurst M, Fico BG, Dodge KM, Ferrandi PJ, Pena G, Adelman A, Huang CJ.","Exp Biol Med (Maywood). 2018 Oct;243(14):1153-1160. doi: 10.1177/1535370218812191. Epub 2018 Nov 19.","Rodriguez AL","Exp Biol Med (Maywood)","2018","2018/11/21","PMC6327372","","10.1177/1535370218812191"
"30452284","Comparison of energy-matched high-intensity interval and moderate-intensity continuous exercise sessions on latency to eat, energy intake, and appetite","Charlot K, Chapelot D.","Appl Physiol Nutr Metab. 2019 Jun;44(6):665-673. doi: 10.1139/apnm-2018-0485. Epub 2018 Nov 19.","Charlot K","Appl Physiol Nutr Metab","2019","2018/11/20","","","10.1139/apnm-2018-0485"
"30450259","Sedentary behavior and physical activity predicting depressive symptoms in adolescents beyond attributes of health-related physical fitness","Farren GL, Zhang T, Gu X, Thomas KT.","J Sport Health Sci. 2018 Oct;7(4):489-496. doi: 10.1016/j.jshs.2017.03.008. Epub 2017 Mar 22.","Farren GL","J Sport Health Sci","2018","2018/11/20","PMC6226422","","10.1016/j.jshs.2017.03.008"
"30450055","Pacing Strategies in the 'Athens Classic Marathon': Physiological and Psychological Aspects","Nikolaidis PT, Knechtle B.","Front Physiol. 2018 Nov 2;9:1539. doi: 10.3389/fphys.2018.01539. eCollection 2018.","Nikolaidis PT","Front Physiol","2018","2018/11/20","PMC6224376","","10.3389/fphys.2018.01539"
"30449946","Intensity-dependent gene expression after aerobic exercise in endurance-trained skeletal muscle","Popov DV, Makhnovskii PA, Kurochkina NS, Lysenko EA, Vepkhvadze TF, Vinogradova OL.","Biol Sport. 2018 Sep;35(3):277-289. doi: 10.5114/biolsport.2018.77828. Epub 2018 Aug 27.","Popov DV","Biol Sport","2018","2018/11/20","PMC6224845","","10.5114/biolsport.2018.77828"
"30448087","Fight load index and body composition are most associated with combat fitness in female Marines","Allison KF, Keenan KA, Lovalekar M, Mi Q, Beals K, Coleman LCLC, Nindl BC.","J Sci Med Sport. 2019 Apr;22(4):494-499. doi: 10.1016/j.jsams.2018.10.014. Epub 2018 Nov 6.","Allison KF","J Sci Med Sport","2019","2018/11/19","","","10.1016/j.jsams.2018.10.014"
"30444927","Estimating duration-distance relations in cycle commuting in the general population","Schantz P, Wahlgren L, Eriksson JS, Sommar JN, Rosdahl H.","PLoS One. 2018 Nov 16;13(11):e0207573. doi: 10.1371/journal.pone.0207573. eCollection 2018.","Schantz P","PLoS One","2018","2018/11/17","PMC6239310","","10.1371/journal.pone.0207573"
"30444876","A minimal power model for human running performance","Mulligan M, Adam G, Emig T.","PLoS One. 2018 Nov 16;13(11):e0206645. doi: 10.1371/journal.pone.0206645. eCollection 2018.","Mulligan M","PLoS One","2018","2018/11/17","PMC6239296","","10.1371/journal.pone.0206645"
"30444457","Does moderate-intensity continuous training result in greater total energy expenditure compared to high-intensity interval training?","Andreato LV, Branco BHM, Esteves JV.","J Sports Sci. 2019 Jun;37(11):1314-1315. doi: 10.1080/02640414.2018.1544536. Epub 2018 Nov 16.","Andreato LV","J Sports Sci","2019","2018/11/17","","","10.1080/02640414.2018.1544536"
"30443535","Effects of 12-week aquatic exercise on cardiorespiratory fitness, knee isokinetic function, and Western Ontario and McMaster University osteoarthritis index in patients with knee osteoarthritis women","Ha GC, Yoon JR, Yoo CG, Kang SJ, Ko KJ.","J Exerc Rehabil. 2018 Oct 31;14(5):870-876. doi: 10.12965/jer.1836308.154. eCollection 2018 Oct.","Ha GC","J Exerc Rehabil","2018","2018/11/17","PMC6222165","","10.12965/jer.1836308.154"
"30443530","Effects of exercise using a mobile device on cardiopulmonary function, metabolic risk factors, and self-efficacy in obese women","Kim DY.","J Exerc Rehabil. 2018 Oct 31;14(5):829-834. doi: 10.12965/jer.1836454.227. eCollection 2018 Oct.","Kim DY","J Exerc Rehabil","2018","2018/11/17","PMC6222154","","10.12965/jer.1836454.227"
"30440017","Sex-based differences in speed, sub-technique selection, and kinematic patterns during low- and high-intensity training for classical cross-country skiing","Solli GS, Kocbach J, Seeberg TM, Tjønnås J, Rindal OMH, Haugnes P, Torvik PØ, Sandbakk Ø.","PLoS One. 2018 Nov 15;13(11):e0207195. doi: 10.1371/journal.pone.0207195. eCollection 2018.","Solli GS","PLoS One","2018","2018/11/16","PMC6237352","","10.1371/journal.pone.0207195"
"30431617","Ability of preschoolers to achieve maximal exercise and its correlation with oxygen uptake efficiency slope ∼ an observational study by direct cardiopulmonary exercise testing","Tuan SH, Su HT, Chen YJ, Chen CH, Tsai WJ, Chen GB, Lin KL.","Medicine (Baltimore). 2018 Nov;97(46):e13296. doi: 10.1097/MD.0000000000013296.","Tuan SH","Medicine (Baltimore)","2018","2018/11/16","PMC6257576","","10.1097/MD.0000000000013296"
"30431547","Methods to Estimate VO2max upon Acute Hypoxia Exposure-Corrigendum","","Med Sci Sports Exerc. 2018 Dec;50(12):2618. doi: 10.1249/MSS.0000000000001807.","","Med Sci Sports Exerc","2018","2018/11/16","","","10.1249/MSS.0000000000001807"
"30430912","Physiological determinants of elite mountain bike cross-country Olympic performance","Bejder J, Bonne TC, Nyberg M, Sjøberg KA, Nordsborg NB.","J Sports Sci. 2019 May;37(10):1154-1161. doi: 10.1080/02640414.2018.1546546. Epub 2018 Nov 15.","Bejder J","J Sports Sci","2019","2018/11/16","","","10.1080/02640414.2018.1546546"
"30429899","Reproducibility of the Evolution of Stride Biomechanics During Exhaustive Runs","Martens G, Deflandre D, Schwartz C, Dardenne N, Bury T.","J Hum Kinet. 2018 Oct 15;64:57-69. doi: 10.1515/hukin-2017-0184. eCollection 2018 Sep.","Martens G","J Hum Kinet","2018","2018/11/16","PMC6231343","","10.1515/hukin-2017-0184"
"30429512","Gene expression profile of muscle adaptation to high-intensity intermittent exercise training in young men","Miyamoto-Mikami E, Tsuji K, Horii N, Hasegawa N, Fujie S, Homma T, Uchida M, Hamaoka T, Kanehisa H, Tabata I, Iemitsu M.","Sci Rep. 2018 Nov 14;8(1):16811. doi: 10.1038/s41598-018-35115-x.","Miyamoto-Mikami E","Sci Rep","2018","2018/11/16","PMC6235852","","10.1038/s41598-018-35115-x"
"30428527","Physiological and Fitness Adaptations after Eight Weeks of High-Intensity Functional Training in Physically Inactive Adults","Brisebois MF, Rigby BR, Nichols DL.","Sports (Basel). 2018 Nov 13;6(4):146. doi: 10.3390/sports6040146.","Brisebois MF","Sports (Basel)","2018","2018/11/16","PMC6316712","","10.3390/sports6040146"
"30427247","Single-Nucleotide-Polymorphism-Panel Population-Genetics Approach Based on the 1000 Genomes Database and Elite Soccer Players","Monnerat G, Maior AS, Tannure M, Back LKFC, Santos CGM.","Int J Sports Physiol Perform. 2019 Jul 1;14(6):711-717. doi: 10.1123/ijspp.2018-0715.","Monnerat G","Int J Sports Physiol Perform","2019","2018/11/15","","","10.1123/ijspp.2018-0715"
"30423955","Increased Plasma Levels of Gut-Derived Phenolics Linked to Walking and Running Following Two Weeks of Flavonoid Supplementation","Nieman DC, Kay CD, Rathore AS, Grace MH, Strauch RC, Stephan EH, Sakaguchi CA, Lila MA.","Nutrients. 2018 Nov 9;10(11):1718. doi: 10.3390/nu10111718.","Nieman DC","Nutrients","2018","2018/11/15","PMC6267437","","10.3390/nu10111718"
"30421873","The effect of running barefoot and in barefoot-style footwear on running economy at two self-determined speeds","Cochrum RG, Conners RT, Coons JM.","J Sports Med Phys Fitness. 2019 Aug;59(8):1292-1297. doi: 10.23736/S0022-4707.18.09105-3. Epub 2018 Nov 8.","Cochrum RG","J Sports Med Phys Fitness","2019","2018/11/14","","","10.23736/S0022-4707.18.09105-3"
"30421869","Combined aerobic and resistance training improves microcirculation in metabolic syndrome","Marini E, Mariani PG, Ministrini S, Pippi R, Aiello C, Reginato E, Siepi D, Innocente S, Lombardini R, Paltriccia R, Kararoudi MN, Lupattelli G, De Feo P, Pasqualini L.","J Sports Med Phys Fitness. 2019 Sep;59(9):1571-1576. doi: 10.23736/S0022-4707.18.09077-1. Epub 2018 Nov 8.","Marini E","J Sports Med Phys Fitness","2019","2018/11/14","","","10.23736/S0022-4707.18.09077-1"
"30419577","Circulating Inflammatory Cytokine Responses to Endurance Exercise in Female Rowers","Jürimäe J, Vaiksaar S, Purge P.","Int J Sports Med. 2018 Dec;39(14):1041-1048. doi: 10.1055/a-0723-4421. Epub 2018 Nov 12.","Jürimäe J","Int J Sports Med","2018","2018/11/13","","","10.1055/a-0723-4421"
"30418963","Comparison of Exclusive Double Poling to Classic Techniques of Cross-country Skiing","Stöggl T, Ohtonen O, Takeda M, Miyamoto N, Snyder C, Lemmettylä T, Linnamo V, Lindinger SJ.","Med Sci Sports Exerc. 2019 Apr;51(4):760-772. doi: 10.1249/MSS.0000000000001840.","Stöggl T","Med Sci Sports Exerc","2019","2018/11/13","PMC6430595","","10.1249/MSS.0000000000001840"
"30414943","Cardiorespiratory fitness and development of abdominal obesity","Ortega R, Grandes G, Sanchez A, Montoya I, Torcal J; PEPAF group.","Prev Med. 2019 Jan;118:232-237. doi: 10.1016/j.ypmed.2018.10.020. Epub 2018 Nov 8.","Ortega R","Prev Med","2019","2018/11/12","","","10.1016/j.ypmed.2018.10.020"
"30412032","Effect of carbohydrate ingestion on central fatigue during prolonged running exercise in moderate hypoxia","Paris HL, Fulton TJ, Chapman RF, Fly AD, Koceja DM, Mickleborough TD.","J Appl Physiol (1985). 2019 Jan 1;126(1):141-151. doi: 10.1152/japplphysiol.00684.2018. Epub 2018 Nov 9.","Paris HL","J Appl Physiol (1985)","2019","2018/11/10","","","10.1152/japplphysiol.00684.2018"
